source_image,metric_type,date,estimated_value,unit,extraction_confidence,y_axis_scale_available,notes
IMG_6394.PNG,RHR,2023-09-15,50.3,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2023-09-22,49.5,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2023-09-29,51.3,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2023-10-06,51.1,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2023-10-13,50.5,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2023-10-20,51.6,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2023-10-27,52.1,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2023-11-03,51.8,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2023-11-10,53.2,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2023-11-17,52.4,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2023-11-24,50.3,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2023-12-01,53.2,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2023-12-08,53.2,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2023-12-15,53.2,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2023-12-22,53.2,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2023-12-29,52.4,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2024-01-05,50.5,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2024-01-12,51.6,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2024-01-19,52.6,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2024-01-26,53.4,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2024-02-02,53.7,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2024-02-09,52.4,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2024-02-16,52.6,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2024-02-23,52.9,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2024-03-01,52.1,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2024-03-08,52.1,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2024-03-15,53.9,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2024-03-22,52.6,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2024-03-29,51.1,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2024-04-05,50.3,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2024-04-12,50.3,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2024-04-19,50.3,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2024-04-26,49.7,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2024-05-03,50.3,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2024-05-10,52.4,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2024-05-17,52.1,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2024-05-24,51.3,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6394.PNG,RHR,2024-05-31,51.3,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2022-07-15,55.8,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2022-07-22,50.2,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2022-07-29,48.3,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2022-08-05,51.3,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2022-08-12,53.1,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2022-08-19,54.4,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2022-08-26,52.1,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2022-09-02,51.0,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2022-09-09,51.5,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2022-09-16,53.9,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2022-09-23,54.7,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2022-09-30,53.4,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2022-10-07,55.0,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2022-10-14,55.0,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2022-10-21,55.5,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2022-10-28,58.4,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2022-11-04,56.8,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2022-11-11,56.6,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2022-11-18,56.3,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2022-11-25,57.9,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2022-12-02,58.7,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2022-12-09,57.1,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2022-12-16,52.6,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2022-12-23,54.2,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2022-12-30,57.1,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2023-01-06,58.7,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2023-01-13,57.6,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2023-01-20,56.0,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2023-01-27,56.0,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2023-02-03,56.6,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2023-02-10,55.0,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2023-02-17,55.5,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2023-02-24,58.9,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2023-03-03,58.7,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2023-03-10,57.9,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2023-03-17,56.8,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2023-03-24,55.8,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2023-03-31,55.5,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2023-04-07,57.4,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2023-04-14,55.2,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2023-04-21,56.6,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2023-04-28,56.3,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2023-05-05,56.0,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2023-05-12,53.4,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2023-05-19,55.0,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2023-05-26,54.7,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
IMG_6395.PNG,RHR,2023-06-02,53.1,bpm,medium,yes,"Digitized from Garmin annual heart-rate graph; blue series is weekly resting-heart-rate average, not a daily exact RHR value."
